file_number,label,global_root,field_count,package_name,package_prefix
349.8,CCPC ERROR TYPE,"^RCPSS(349.8,",1,,
349.9,AR TRANSMISSION SEGMENTS,"^RCT(349.9,",7,,
350.0,INTEGRATED BILLING ACTION,^IB(,29,INTEGRATED BILLING,IB
350.1,IB ACTION TYPE,"^IBE(350.1,",16,INTEGRATED BILLING,IB
350.2,IB ACTION CHARGE,"^IBE(350.2,",9,INTEGRATED BILLING,IB
350.21,IB ACTION STATUS,"^IBE(350.21,",6,INTEGRATED BILLING,IB
350.3,IB CHARGE REMOVE REASONS,"^IBE(350.3,",11,INTEGRATED BILLING,IB
350.4,BILLABLE AMBULATORY SURGICAL CODE,"^IBE(350.4,",4,INTEGRATED BILLING,IB
350.41,UPDATE BILLABLE AMBULATORY SURGICAL CODE,"^IBE(350.41,",8,INTEGRATED BILLING,IB
350.5,BASC LOCALITY MODIFIER,"^IBE(350.5,",6,INTEGRATED BILLING,IB
350.6,IB ARCHIVE/PURGE LOG,"^IBE(350.6,",14,INTEGRATED BILLING,IB
350.7,AMBULATORY CHECK-OFF SHEET,"^IBE(350.7,",4,INTEGRATED BILLING,IB
350.71,AMBULATORY SURG. CHECK-OFF SHEET PRINT FIELDS,"^IBE(350.71,",7,INTEGRATED BILLING,IB
350.8,IB ERROR,"^IBE(350.8,",7,INTEGRATED BILLING,IB
350.9,IB SITE PARAMETERS,"^IBE(350.9,",277,INTEGRATED BILLING,IB
351.0,MEANS TEST BILLING CLOCK,"^IBE(351,",18,INTEGRATED BILLING,IB
351.1,IB CONTINUOUS PATIENT,"^IBE(351.1,",6,INTEGRATED BILLING,IB
351.2,SPECIAL INPATIENT BILLING CASES,"^IBE(351.2,",13,INTEGRATED BILLING,IB
351.3,MEANS TEST BILLING CLOCK VERIFY,"^IBE(351.3,",3,,
351.5,TRICARE PHARMACY TRANSACTIONS,"^IBA(351.5,",33,,
351.51,TRICARE PHARMACY ERRORS,"^IBE(351.51,",3,,
351.52,TRICARE PHARMACY REJECTS,"^IBA(351.52,",4,,
351.53,PRODUCT SELECTION REASON,"^IBA(351.53,",3,,
351.6,TRANSFER PRICING PATIENT,"^IBAT(351.6,",11,,
351.61,TRANSFER PRICING TRANSACTIONS,"^IBAT(351.61,",34,,
351.62,TRANSFER PRICING FIELD DEFINITION,"^IBAT(351.62,",7,,
351.67,TRANSFER PRICING INPT PROSTHETIC ITEMS,"^IBAT(351.67,",1,,
351.7,IB DM EXTRACT REPORTS,"^IBE(351.7,",4,,
351.701,IB DM EXTRACT DATA ELEMENTS,"^IBE(351.701,",3,,
351.71,IB DM EXTRACT DATA,"^IBE(351.71,",7,,
351.73,IB DM WORKLOAD PARAMETERS,"^IBE(351.73,",4,,
351.81,LTC COPAY CLOCK,"^IBA(351.81,",12,,
351.82,IB UC VISIT TRACKING,"^IBUC(351.82,",13,,
351.83,IB MH VISIT TRACKING,"^IBMH(351.83,",12,,
351.9,CLAIMSMANAGER BILLS,"^IBA(351.9,",34,,
351.91,CLAIMSMANAGER STATUS,"^IBA(351.91,",2,,
352.1,BILLABLE APPOINTMENT TYPE,"^IBE(352.1,",6,INTEGRATED BILLING,IB
352.2,NON-BILLABLE DISPOSITIONS,"^IBE(352.2,",3,INTEGRATED BILLING,IB
352.3,NON-BILLABLE CLINIC STOP CODES,"^IBE(352.3,",6,INTEGRATED BILLING,IB
352.4,NON-BILLABLE CLINICS,"^IBE(352.4,",6,INTEGRATED BILLING,IB
352.5,IB CLINIC STOP CODE BILLABLE TYPES,"^IBE(352.5,",5,,
353.0,BILL FORM TYPE,"^IBE(353,",20,INTEGRATED BILLING,IB
353.1,PLACE OF SERVICE,"^IBE(353.1,",3,INTEGRATED BILLING,IB
353.2,TYPE OF SERVICE,"^IBE(353.2,",3,INTEGRATED BILLING,IB
353.3,IB ATTACHMENT REPORT TYPE,"^IBE(353.3,",2,,
353.4,TRANSPORT REASON CODE,"^IBE(353.4,",2,,
353.5,AMBULANCE CONDITION INDICATORS,"^IBE(353.5,",2,,
354.0,BILLING PATIENT,"^IBA(354,",6,INTEGRATED BILLING,IB
354.1,BILLING EXEMPTIONS,"^IBA(354.1,",16,INTEGRATED BILLING,IB
354.2,EXEMPTION REASON,"^IBE(354.2,",6,INTEGRATED BILLING,IB
354.3,BILLING THRESHOLDS,"^IBE(354.3,",12,INTEGRATED BILLING,IB
354.4,BILLING ALERTS,"^IBA(354.4,",4,INTEGRATED BILLING,IB
354.5,BILLING ALERT DEFINITION,"^IBE(354.5,",10,INTEGRATED BILLING,IB
354.6,IB FORM LETTER,"^IBE(354.6,",10,INTEGRATED BILLING,IB
354.7,IB PATIENT COPAY ACCOUNT,"^IBAM(354.7,",2,,
354.71,IB COPAY TRANSACTIONS,"^IBAM(354.71,",21,,
354.75,IB COPAY CAPS,"^IBAM(354.75,",6,,
355.1,TYPE OF PLAN,"^IBE(355.1,",7,INTEGRATED BILLING,IB
355.12,SOURCE OF INFORMATION,"^IBE(355.12,",3,,
355.13,INSURANCE FILING TIME FRAME,"^IBE(355.13,",2,,
355.2,TYPE OF INSURANCE COVERAGE,"^IBE(355.2,",3,INTEGRATED BILLING,IB
355.3,GROUP INSURANCE PLAN,"^IBA(355.3,",32,INTEGRATED BILLING,IB
355.31,PLAN LIMITATION CATEGORY,"^IBE(355.31,",3,,
355.32,PLAN COVERAGE LIMITATIONS,"^IBA(355.32,",9,,
355.33,INSURANCE VERIFICATION PROCESSOR,"^IBA(355.33,",102,,
355.34,INSURANCE REMOTE QUERY RESULTS,"^IBA(355.34,",3,,
355.35,HMS EXTRACT FILE STATUS,"^IBA(355.35,",4,,
355.351,HMS RESULT FILE STATUS,"^IBA(355.351,",4,,
355.36,CREATION TO PROCESSING TRACKING,"^IBA(355.36,",9,,
355.4,ANNUAL BENEFITS,"^IBA(355.4,",60,INTEGRATED BILLING,IB
355.5,INSURANCE CLAIMS YEAR TO DATE,"^IBA(355.5,",29,INTEGRATED BILLING,IB
355.6,INSURANCE RIDERS,"^IBE(355.6,",2,INTEGRATED BILLING,IB
355.7,PERSONAL POLICY,"^IBA(355.7,",3,INTEGRATED BILLING,IB
355.8,SPONSOR,"^IBA(355.8,",4,,
355.81,SPONSOR RELATIONSHIP,"^IBA(355.81,",6,,
355.82,SPONSOR PERSON,"^IBA(355.82,",3,,
355.9,IB BILLING PRACTITIONER ID,"^IBA(355.9,",9,,
355.91,IB INSURANCE CO LEVEL BILLING PROV ID,"^IBA(355.91,",7,,
355.92,FACILITY BILLING ID,"^IBA(355.92,",9,,
355.93,IB NON/OTHER VA BILLING PROVIDER,"^IBA(355.93,",25,,
355.95,IB PROVIDER ID CARE UNIT,"^IBA(355.95,",4,,
355.96,IB INS CO PROVIDER ID CARE UNIT,"^IBA(355.96,",5,,
355.97,IB PROVIDER ID # TYPE,"^IBE(355.97,",17,,
355.98,IB ALTERNATE PRIMARY ID TYPE,"^IBA(355.98,",1,,
355.99,MASTER TYPE OF PLAN,"^IBEMTOP(355.99,",7,,
356.0,CLAIMS TRACKING,"^IBT(356,",48,INTEGRATED BILLING,IB
356.001,X12 278 REQUEST CATEGORY,"^IBT(356.001,",3,,
356.002,X12 278 CERTIFICATION TYPE CODE,"^IBT(356.002,",3,,
356.003,X12 278 CURRENT HEALTH CONDITION CODE,"^IBT(356.003,",3,,
356.004,X12 278 PROGNOSIS CODE,"^IBT(356.004,",3,,
356.005,X12 278 DELAY REASON CODE,"^IBT(356.005,",3,,
356.006,X12 278 DIAGNOSIS TYPE,"^IBT(356.006,",3,,
356.007,X12 278 DELIVERY PATTERN TIME CODE,"^IBT(356.007,",3,,
356.008,X12 278 CONDITION CODE,"^IBT(356.008,",3,,
356.009,X12 278 ADMISSION SOURCE,"^IBT(356.009,",3,,
356.01,X12 278 PATIENT STATUS,"^IBT(356.01,",3,,
356.011,X12 278 NURSING HOME RESIDENTIAL STATUS,"^IBT(356.011,",3,,
356.012,X12 278 SUBLUXATION LEVEL CODE,"^IBT(356.012,",3,,
356.013,X12 278 OXYGEN EQUIPMENT TYPE,"^IBT(356.013,",3,,
356.014,X12 278 OXYGEN TEST CONDITION,"^IBT(356.014,",3,,
356.015,X12 278 OXYGEN TEST FINDINGS,"^IBT(356.015,",3,,
356.016,X12 278 OXYGEN DELIVERY SYSTEM CODE,"^IBT(356.016,",3,,
356.017,X12 278 PATIENT LOCATION,"^IBT(356.017,",3,,
356.018,X12 278 REPORT TYPE CODE,"^IBT(356.018,",3,,
356.019,X12 278 NURSING HOME LEVEL OF CARE,"^IBT(356.019,",3,,
356.02,X12 278 CERTIFICATION ACTION CODES,"^IBT(356.02,",3,,
356.021,X12 278 HCS DECISION REASON CODES,"^IBT(356.021,",3,,
356.022,X12 278 DENTAL NUMBERING SYSTEM,"^IBT(356.022,",3,,
356.023,HCSR WORKLIST DELETE REASON CODE,"^IBT(356.023,",2,,
356.1,HOSPITAL REVIEW,"^IBT(356.1,",34,INTEGRATED BILLING,IB
356.11,CLAIMS TRACKING REVIEW TYPE,"^IBE(356.11,",3,INTEGRATED BILLING,IB
356.19,CLAIMS TRACKING UNBILLED AMOUNTS DATA,"^IBE(356.19,",53,IB UNBILLED AMOUNTS PATCH,IBY8
356.2,INSURANCE REVIEW,"^IBT(356.2,",42,INTEGRATED BILLING,IB
356.21,CLAIMS TRACKING DENIAL REASONS,"^IBE(356.21,",3,INTEGRATED BILLING,IB
356.22,HCS REVIEW TRANSMISSION,"^IBT(356.22,",178,,
356.25,CLAIMS TRACKING ROI,"^IBT(356.25,",13,,
356.26,CLAIMS TRACKING ROI CONSENT,"^IBT(356.26,",11,,
356.3,CLAIMS TRACKING SI/IS CATEGORIES,"^IBE(356.3,",4,INTEGRATED BILLING,IB
356.399,CLAIMS TRACKING/BILL,"^IBT(356.399,",2,INTEGRATED BILLING,IB
356.4,CLAIMS TRACKING NON-ACUTE CLASSIFICATIONS,"^IBE(356.4,",5,INTEGRATED BILLING,IB
356.5,CLAIMS TRACKING ALOS,"^IBE(356.5,",3,INTEGRATED BILLING,IB
356.6,CLAIMS TRACKING TYPE,"^IBE(356.6,",7,INTEGRATED BILLING,IB
356.7,CLAIMS TRACKING ACTION,"^IBE(356.7,",3,INTEGRATED BILLING,IB
356.8,CLAIMS TRACKING NON-BILLABLE REASONS,"^IBE(356.8,",6,INTEGRATED BILLING,IB
356.85,CLAIMS TRACKING BILLABLE FINDINGS,"^IBT(356.85,",2,,
356.9,INPATIENT DIAGNOSIS,"^IBT(356.9,",5,INTEGRATED BILLING,IB
356.91,INPATIENT PROCEDURE,"^IBT(356.91,",3,INTEGRATED BILLING,IB
356.93,INPATIENT INTERIM DRG,"^IBT(356.93,",5,INTEGRATED BILLING,IB
356.94,INPATIENT PROVIDERS,"^IBT(356.94,",4,INTEGRATED BILLING,IB
357.0,ENCOUNTER FORM,"^IBE(357,",18,INTEGRATED BILLING,IB
357.08,AICS PURGE LOG,"^IBD(357.08,",7,AUTOMATED INFO COLLECTION SYS,IBD
357.09,ENCOUNTER FORM PARAMETERS,"^IBD(357.09,",18,AUTOMATED INFO COLLECTION SYS,IBD
357.1,ENCOUNTER FORM BLOCK,"^IBE(357.1,",15,INTEGRATED BILLING,IB
357.2,SELECTION LIST,"^IBE(357.2,",19,INTEGRATED BILLING,IB
357.3,SELECTION,"^IBE(357.3,",17,INTEGRATED BILLING,IB
357.4,SELECTION GROUP,"^IBE(357.4,",4,INTEGRATED BILLING,IB
357.5,DATA FIELD,"^IBE(357.5,",13,INTEGRATED BILLING,IB
357.6,PACKAGE INTERFACE,"^IBE(357.6,",58,INTEGRATED BILLING,IB
357.69,TYPE OF VISIT,"^IBE(357.69,",7,AUTOMATED INFO COLLECTION SYS,IBD
357.7,FORM LINE,"^IBE(357.7,",8,INTEGRATED BILLING,IB
357.8,TEXT AREA,"^IBE(357.8,",7,INTEGRATED BILLING,IB
357.91,MARKING AREA TYPE,"^IBE(357.91,",4,INTEGRATED BILLING,IB
357.92,PRINT CONDITIONS,"^IBE(357.92,",1,INTEGRATED BILLING,IB
357.93,MULTIPLE CHOICE FIELD,"^IBE(357.93,",9,AUTOMATED INFO COLLECTION SYS,IBD
357.94,ENCOUNTER FORM PRINTERS,"^IBE(357.94,",7,IB PATCH 18,IBY6
357.95,FORM DEFINITION,"^IBD(357.95,",21,AUTOMATED INFO COLLECTION SYS,IBD
357.96,ENCOUNTER FORM TRACKING,"^IBD(357.96,",21,AUTOMATED INFO COLLECTION SYS,IBD
357.97,ENCOUNTER FORM COUNTERS,"^IBD(357.97,",3,AUTOMATED INFO COLLECTION SYS,IBD
357.98,AICS DATA QUALIFIERS,"^IBD(357.98,",3,AUTOMATED INFO COLLECTION SYS,IBD
357.99,PRINT MANAGER CLINIC GROUPS,"^IBD(357.99,",3,AUTOMATED INFO COLLECTION SYS,IBD
358.0,IMP/EXP ENCOUNTER FORM,"^IBE(358,",18,INTEGRATED BILLING,IB
358.1,IMP/EXP ENCOUNTER FORM BLOCK,"^IBE(358.1,",12,INTEGRATED BILLING,IB
358.2,IMP/EXP SELECTION LIST,"^IBE(358.2,",19,INTEGRATED BILLING,IB
358.3,IMP/EXP SELECTION,"^IBE(358.3,",15,INTEGRATED BILLING,IB
358.4,IMP/EXP SELECTION GROUP,"^IBE(358.4,",4,INTEGRATED BILLING,IB
358.5,IMP/EXP DATA FIELD,"^IBE(358.5,",13,INTEGRATED BILLING,IB
358.6,IMP/EXP PACKAGE INTERFACE,"^IBE(358.6,",76,INTEGRATED BILLING,IB
358.7,IMP/EXP FORM LINE,"^IBE(358.7,",8,INTEGRATED BILLING,IB
358.8,IMP/EXP TEXT AREA,"^IBE(358.8,",7,INTEGRATED BILLING,IB
358.91,IMP/EXP MARKING AREA,"^IBE(358.91,",4,INTEGRATED BILLING,IB
358.93,IMP/EXP MULTIPLE CHOICE FIELD,"^IBE(358.93,",9,IB ENCOUNTER FORM IMP/EXP,IBDE
358.94,IMP/EXP HAND PRINT FIELD,"^IBE(358.94,",8,IB ENCOUNTER FORM IMP/EXP,IBDE
358.98,IMP/EXP AICS DATA QUALIFIERS,"^IBD(358.98,",3,AUTOMATED INFO COLLECTION SYS,IBD
358.99,IMP/EXP AICS DATA ELEMENTS,"^IBE(358.99,",15,IB ENCOUNTER FORM IMP/EXP,IBDE
359.0,CONVERTED FORMS,"^IBD(359,",6,AUTOMATED INFO COLLECTION SYS,IBD
359.1,AICS DATA ELEMENTS,"^IBE(359.1,",15,AUTOMATED INFO COLLECTION SYS,IBD
359.2,FORM SPECS,"^IBD(359.2,",4,AUTOMATED INFO COLLECTION SYS,IBD
359.3,AICS ERROR AND WARNING LOG,"^IBD(359.3,",22,,
359.94,HAND PRINT FIELD,"^IBE(359.94,",8,AUTOMATED INFO COLLECTION SYS,IBD
360.0,IB-FB INTERFACE TRACKING,"^IBFB(360,",17,,
361.0,BILL STATUS MESSAGE,"^IBM(361,",19,,
361.1,EXPLANATION OF BENEFITS,"^IBM(361.1,",109,,
361.2,IB ELECTRONIC REPORT DISPOSITION,"^IBE(361.2,",3,,
361.3,IB MESSAGE SCREEN TEXT,"^IBE(361.3,",6,,
361.4,EDI TEST CLAIM STATUS MESSAGE,"^IBM(361.4,",4,,
362.1,IB AUTOMATED BILLING COMMENTS,"^IBA(362.1,",5,INTEGRATED BILLING,IB
362.3,IB BILL/CLAIMS DIAGNOSIS,"^IBA(362.3,",4,INTEGRATED BILLING,IB
362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,"^IBA(362.4,",11,INTEGRATED BILLING,IB
362.5,IB BILL/CLAIMS PROSTHETICS,"^IBA(362.5,",5,INTEGRATED BILLING,IB
363.0,RATE SCHEDULE,"^IBE(363,",10,,
363.1,CHARGE SET,"^IBE(363.1,",7,,
363.2,CHARGE ITEM,"^IBA(363.2,",8,,
363.21,BILLING ITEMS,"^IBA(363.21,",2,,
363.3,BILLING RATE,"^IBE(363.3,",6,,
363.31,BILLING REGION,"^IBE(363.31,",5,,
363.32,BILLING SPECIAL GROUPS,"^IBE(363.32,",3,,
363.33,BILLING REVENUE CODE LINKS,"^IBE(363.33,",4,,
363.34,BILLING PROVIDER DISCOUNT,"^IBE(363.34,",4,,
364.0,EDI TRANSMIT BILL,"^IBA(364,",11,,
364.1,EDI TRANSMISSION BATCH,"^IBA(364.1,",21,,
364.2,EDI MESSAGES,"^IBA(364.2,",16,,
364.3,IB MESSAGE ROUTER,"^IBE(364.3,",6,,
364.4,IB EDI TRANSMISSION RULE,"^IBE(364.4,",18,,
364.5,IB DATA ELEMENT DEFINITION,"^IBA(364.5,",11,,
364.6,IB FORM SKELETON DEFINITION,"^IBA(364.6,",13,,
364.7,IB FORM FIELD CONTENT,"^IBA(364.7,",12,,
364.8,PAYER ID - COB SWITCH,"^IBA(364.8,",14,,
365.0,IIV RESPONSE,"^IBCN(365,",63,,
365.011,X12 271 ELIGIBILITY/BENEFIT,"^IBE(365.011,",5,,
365.012,X12 271 COVERAGE LEVEL,"^IBE(365.012,",5,,
365.013,X12 271 SERVICE TYPE,"^IBE(365.013,",5,,
365.014,X12 271 INSURANCE TYPE,"^IBE(365.014,",5,,
365.015,X12 271 TIME PERIOD QUALIFIER,"^IBE(365.015,",5,,
365.016,X12 271 QUANTITY QUALIFIER,"^IBE(365.016,",5,,
365.017,X12 271 ERROR CONDITION,"^IBE(365.017,",5,,
365.018,X12 271 ERROR ACTION,"^IBE(365.018,",5,,
365.021,X12 271 CONTACT QUALIFIER,"^IBE(365.021,",5,,
365.022,X12 271 ENTITY IDENTIFIER CODE,"^IBE(365.022,",5,,
365.023,X12 271 IDENTIFICATION QUALIFIER,"^IBE(365.023,",5,,
365.024,X12 271 PROVIDER CODE,"^IBE(365.024,",5,,
365.025,X12 271 DELIVERY FREQUENCY CODE,"^IBE(365.025,",5,,
365.026,X12 271 DATE QUALIFIER,"^IBE(365.026,",5,,
365.027,X12 271 LOOP ID,"^IBE(365.027,",5,,
365.028,X12 271 REFERENCE IDENTIFICATION,"^IBE(365.028,",5,,
365.029,X12 271 UNITS OF MEASUREMENT,"^IBE(365.029,",5,,
365.031,X12 271 ENTITY RELATIONSHIP CODE,"^IBE(365.031,",5,,
365.032,X12 271 DATE FORMAT QUALIFIER,"^IBE(365.032,",5,,
365.033,X12 271 YES/NO RESPONSE CODE ,"^IBE(365.033,",5,,
365.034,X12 271 LOCATION QUALIFER,"^IBE(365.034,",5,,
365.035,X12 271 PROCEDURE CODING METHOD,"^IBE(365.035,",5,,
365.036,X12 271 DELIVERY PATTERN,"^IBE(365.036,",5,,
365.037,X12 271 PATIENT RELATIONSHIP,"^IBE(365.037,",5,,
365.038,X12 271 INJURY CATEGORY,"^IBE(365.038,",5,,
365.039,X12 271 MILITARY PERSONNEL INFO STATUS CODE,"^IBE(365.039,",5,,
365.041,X12 271 MILITARY GOVT SERVICE AFFILIATION,"^IBE(365.041,",5,,
365.042,X12 271 MILITARY SERVICE RANK,"^IBE(365.042,",5,,
365.043,X12 271 ENTITY TYPE QUALIFIER,"^IBE(365.043,",5,,
365.044,X12 271 CODE LIST QUALIFIER,"^IBE(365.044,",5,,
365.045,X12 271 NATURE OF INJURY CODES,"^IBE(365.045,",5,,
365.046,X12 271 MILITARY EMPLOYMENT STATUS CODE,"^IBE(365.046,",5,,
365.1,IIV TRANSMISSION QUEUE,"^IBCN(365.1,",28,,
365.11,IIV AUTO MATCH,"^IBCN(365.11,",8,,
365.12,PAYER,"^IBE(365.12,",10,,
365.13,PAYER APPLICATION,"^IBE(365.13,",1,,
365.14,IIV TRANSMISSION STATUS,"^IBE(365.14,",1,,
365.15,IIV STATUS TABLE,"^IBE(365.15,",5,,
365.18,EIV EICD TRACKING,"^IBCN(365.18,",8,,
365.19,INTERFACILITY INSURANCE UPDATE,"^IBCN(365.19,",16,,
365.2,IIV RESPONSE REVIEW,"^IBCN(365.2,",3,,
365.3,EIV E1 TRANSACTION RESPONSE LOG,"^IBCN(365.3,",12,,
366.01,NCPDP PROCESSOR,"^IBCNR(366.01,",11,,
366.02,PHARMACY BENEFITS MANAGER (PBM),"^IBCNR(366.02,",10,,
366.03,PLAN,"^IBCNR(366.03,",36,,
366.11,NCPDP PROCESSOR APPLICATION,"^IBCNR(366.11,",1,,
366.12,PHARMACY BENEFITS MANAGER (PBM) APPLICATION,"^IBCNR(366.12,",1,,
366.13,PLAN APPLICATION,"^IBCNR(366.13,",1,,
366.14,IB NCPDP EVENT LOG,"^IBCNR(366.14,",2,,
366.15,IB NCPDP PRESCRIPTION,"^IBCNR(366.15,",4,,
366.17,IB NCPDP NON-BILLABLE REASONS,"^IBCNR(366.17,",1,,
367.0,HPID/OEID RESPONSE,"^IBCNH(367,",11,,
367.1,HPID/OEID TRANSMISSION QUEUE,"^IBCNH(367.1,",15,,
367.11,INSURANCE COMPANY ID TYPE,"^IBE(367.11,",2,,
368.0,HEALTH CARE CLAIM RFAI (277),"^IBA(368,",104,,
368.001,X12 277 CLAIM STATUS CATEGORY,"^IBE(368.001,",2,,
368.002,X12 277 PRODUCT OR SERVICE ID QUAL,"^IBE(368.002,",2,,
372.0,PFSS SITE PARAMETERS,"^IBBAS(372,",12,,
373.0,PFSS CHARGE CACHE,"^IBBAD(373,",43,,
375.0,PFSS ACCOUNT,"^IBBAA(375,",39,,
389.9,STATION NUMBER (TIME SENSITIVE),"^VA(389.9,",8,REGISTRATION,DG
390.0,ENROLLMENT RATED DISABILITY UPLOAD AUDIT,"^DGRDUA(390,",7,,
390.01,MHV SOCIALIZATION,"^DGMHV(390.01,",6,,
390.02,MHV SOCIALIZATION ACTIONS,"^DGMHV(390.02,",4,,
390.03,MHV DECLINED REASONS,"^DGMHV(390.03,",3,,
390.04,MHV ACTION SELECTION,"^DGMHV(390.04,",2,,
390.1,MARITAL/RELIGION CONVERSION,"^XTMP(""DGTMP"",390.1,",9,,
390.2,MARITAL/RELIGION MAPPING,"^XTMP(""DGTMP"",390.2,",11,,
391.0,TYPE OF PATIENT,"^DG(391,",34,PATIENT FILE,DPT
391.1,AMIS SEGMENT,"^DG(391.1,",5,REGISTRATION,DG
391.23,DG REGISTER ONCE FIELD DEFINITION,"^DGRO(391.23,",6,,
391.31,HOME TELEHEALTH PATIENT,"^DGHT(391.31,",8,,
391.71,ADT/HL7 PIVOT,"^VAT(391.71,",12,,
391.72,ADT/HL7 EVENT REASON,"^VAT(391.72,",5,,
391.91,TREATING FACILITY LIST,"^DGCN(391.91,",9,,
391.919,EHRM MIGRATED FACILITIES,"^DGCN(391.919,",2,,
391.92,NEW PERSON TREATING FACILITY LIST,"^DGCN(391.92,",6,,
391.98,PATIENT DATA EXCEPTION,"^DGCN(391.98,",7,,
391.984,EXCEPTION STATUS,"^DGCN(391.984,",2,,
391.99,PATIENT DATA ELEMENT,"^DGCN(391.99,",7,,
392.0,BENEFICIARY TRAVEL CLAIM,"^DGBT(392,",81,BENEFICIARY TRAVEL,DGBT
392.1,BENEFICIARY TRAVEL DISTANCE,"^DGBT(392.1,",7,BENEFICIARY TRAVEL,DGBT
392.2,BENEFICIARY TRAVEL CERTIFICATION,"^DGBT(392.2,",15,BENEFICIARY TRAVEL,DGBT
392.3,BENEFICIARY TRAVEL ACCOUNT,"^DGBT(392.3,",5,BENEFICIARY TRAVEL,DGBT
392.31,LOCAL VENDOR,"^DGBT(392.31,",16,BENEFICIARY TRAVEL,DGBT
392.4,BENEFICIARY TRAVEL MODE OF TRANSPORTATION,"^DGBT(392.4,",2,BENEFICIARY TRAVEL,DGBT
392.41,BT CLAIM ELIGIBILITY CODE,"^DGBT(392.41,",2,,
392.42,BT SPECIAL MODE OF TRANSPORTATION,"^DGBT(392.42,",1,,
392.43,BT COMMON CARRIER MODE OF TRANSPORTATION,"^DGBT(392.43,",1,,
392.51,BENEFICIARY TRAVEL DASHBOARD AUDIT,"^DGBT(392.51,",3,,
392.6,BENEFICIARY TRAVEL DENIAL LETTERS,"^DGBT(392.6,",5,,
392.7,BENEFICIARY TRAVEL MANUAL DEDUCTIBLE WAIVER,"^DGBT(392.7,",12,,
392.8,BENEFICIARY TRAVEL DENIAL REASONS,"^DGBT(392.8,",2,,
392.9,BT PATIENT ALTERNATE INCOME,"^DGBT(392.9,",2,,
393.0,INCOMPLETE RECORDS,"^VAS(393,",23,REGISTRATION,DG
393.1,MAS SERVICE,"^DG(393.1,",3,REGISTRATION,DG
393.2,IRT STATUS,"^DG(393.2,",2,REGISTRATION,DG
393.3,IRT TYPE OF DEFICIENCY,"^VAS(393.3,",9,REGISTRATION,DG
393.41,TYPE OF CATEGORY,"^VAS(393.41,",4,REGISTRATION,DG
394.0,*PDX TRANSACTION,"^VAT(394,",22,PATIENT DATA EXCHANGE,VAQ
394.1,*PDX DATA,"^VAT(394.1,",10,PATIENT DATA EXCHANGE,VAQ
394.2,*PDX PARAMETER,"^VAT(394.2,",7,PATIENT DATA EXCHANGE,VAQ
394.3,*PDX STATUS,"^VAT(394.3,",2,PATIENT DATA EXCHANGE,VAQ
394.4,*PDX STATISTICS,"^VAT(394.4,",8,PATIENT DATA EXCHANGE,VAQ
394.61,VAQ - TRANSACTION,"^VAT(394.61,",26,PATIENT DATA EXCHANGE,VAQ
394.62,VAQ - DATA,"^VAT(394.62,",10,PATIENT DATA EXCHANGE,VAQ
394.71,VAQ - DATA SEGMENT,"^VAT(394.71,",8,PATIENT DATA EXCHANGE,VAQ
394.72,VAQ - ENCRYPTION METHOD,"^VAT(394.72,",3,PATIENT DATA EXCHANGE,VAQ
394.73,VAQ - ENCRYPTED FIELDS,"^VAT(394.73,",3,PATIENT DATA EXCHANGE,VAQ
394.81,VAQ - PARAMETER,"^VAT(394.81,",7,PATIENT DATA EXCHANGE,VAQ
394.82,VAQ - RELEASE GROUP,"^VAT(394.82,",4,PATIENT DATA EXCHANGE,VAQ
394.83,VAQ - OUTGOING GROUP,"^VAT(394.83,",4,PATIENT DATA EXCHANGE,VAQ
394.84,VAQ - SEGMENT GROUP,"^VAT(394.84,",5,PATIENT DATA EXCHANGE,VAQ
394.85,VAQ - STATUS,"^VAT(394.85,",2,PATIENT DATA EXCHANGE,VAQ
394.86,VAQ - AUTO-NUMBERING,"^VAT(394.86,",4,PATIENT DATA EXCHANGE,VAQ
394.87,VAQ - WORKLOAD,"^VAT(394.87,",10,PATIENT DATA EXCHANGE,VAQ
394.88,VAQ - WORK,"^VAT(394.88,",3,PATIENT DATA EXCHANGE,VAQ
395.0,DVB PARAMETERS,"^DVB(395,",23,HINQ,DVB
395.1,ENTITLEMENT CODES,"^DVB(395.1,",2,HINQ,DVB
395.2,ANATOMICAL-LOSS CODES,"^DVB(395.2,",2,HINQ,DVB
395.3,MONTHLY COMPENSATION,"^DVB(395.3,",2,HINQ,DVB
395.4,DIARY DEFINITIONS,"^DVB(395.4,",2,HINQ,DVB
395.5,HINQ SUSPENSE,"^DVB(395.5,",12,HINQ,DVB
395.7,HINQ AUDIT,"^DVB(395.7,",6,HINQ,DVB
396.0,FORM 7131,"^DVB(396,",89,AUTOMATED MED INFO EXCHANGE,DVBA
396.1,AMIE SITE PARAMETER,"^DVB(396.1,",19,AUTOMATED MED INFO EXCHANGE,DVBA
396.15,CAPRI DIVISION EXAM LIST,"^DVB(396.15,",7,,
396.17,CAPRI TEMPLATES,"^DVB(396.17,",33,,
396.18,CAPRI TEMPLATE DEFINITIONS,"^DVB(396.18,",11,,
396.195,CAPRI REROUTE SITE,"^DVB(396.195,",3,,
396.2,AMIE REPORT,"^DVB(396.2,",7,AUTOMATED MED INFO EXCHANGE,DVBA
396.21,CAPRI CLINICAL EFOLDER TRANSMISSIONS,"^DVB(396.21,",7,,
396.25,2507 SPECIAL CONSIDERATIONS,"^DVB(396.25,",2,,
