from_file,from_label,from_pkg,field_num,field_label,to_file,to_label,to_pkg
757.21,SUBSETS,CLINICAL LEXICON UTILITY,0.01,EXPRESSION,757.01,EXPRESSIONS,CLINICAL LEXICON UTILITY
757.21,SUBSETS,CLINICAL LEXICON UTILITY,1.0,SUBSET,757.2,SUBSET DEFINITIONS,CLINICAL LEXICON UTILITY
757.32,MAPPING DEFINITIONS,(unpackaged),3.0,SOURCE CODING SYSTEM,757.03,CODING SYSTEMS,CLINICAL LEXICON UTILITY
757.32,MAPPING DEFINITIONS,(unpackaged),4.0,TARGET CODING SYSTEM,757.03,CODING SYSTEMS,CLINICAL LEXICON UTILITY
757.33,MAPPINGS,(unpackaged),0.02,MAPPING DEFINITION,757.32,MAPPING DEFINITIONS,(unpackaged)
757.4,SHORTCUTS,(unpackaged),0.01,EXPRESSION,757.01,EXPRESSIONS,CLINICAL LEXICON UTILITY
770.0,HL7 NON-DHCP APPLICATION PARAMETER,HEALTH LEVEL SEVEN,7.0,HL7 VERSION NUMBER,771.5,HL7 VERSION,HEALTH LEVEL SEVEN
770.0,HL7 NON-DHCP APPLICATION PARAMETER,HEALTH LEVEL SEVEN,8.0,DHCP APPLICATION,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
770.0,HL7 NON-DHCP APPLICATION PARAMETER,HEALTH LEVEL SEVEN,10.0,MAIL GROUP,3.8,MAIL GROUP,MAILMAN
770.0,HL7 NON-DHCP APPLICATION PARAMETER,HEALTH LEVEL SEVEN,12.0,RELATED FILE 771 ENTRY,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN,4.0,MAIL GROUP,3.8,MAIL GROUP,MAILMAN
771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN,7.0,COUNTRY CODE,779.004,COUNTRY CODE,HEALTH LEVEL SEVEN
771.1,HL7 FIELD,HEALTH LEVEL SEVEN,2.0,SEGMENT,771.3,HL7 SEGMENT TYPE,HEALTH LEVEL SEVEN
771.1,HL7 FIELD,HEALTH LEVEL SEVEN,4.0,DHCP FILE,1.0,FILE,(unpackaged)
771.1,HL7 FIELD,HEALTH LEVEL SEVEN,7.0,DATA TYPE,771.4,HL7 DATA TYPE,HEALTH LEVEL SEVEN
771.1,HL7 FIELD,HEALTH LEVEL SEVEN,12.0,PARENT,771.1,HL7 FIELD,HEALTH LEVEL SEVEN
771.5,HL7 VERSION,HEALTH LEVEL SEVEN,2.0,STANDARD,771.8,HL7 STANDARD,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,2.0,SERVER APPLICATION,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,3.0,CLIENT APPLICATION,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,7.0,ACKNOWLEDGMENT TO,772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,8.0,PARENT MESSAGE,772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,10.0,RELATED EVENT PROTOCOL,101.0,PROTOCOL,ORDER ENTRY/RESULTS REPORTING
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,11.0,LOGICAL LINK,870.0,HL LOGICAL LINK,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,20.0,STATUS,771.6,HL7 MESSAGE STATUS,HEALTH LEVEL SEVEN
772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN,23.0,ERROR TYPE,771.7,HL7 ERROR MESSAGE,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,0.01,DATE/TIME ENTERED,772.0,HL7 MESSAGE TEXT,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,6.0,INITIAL MESSAGE,773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,7.0,LOGICAL LINK,870.0,HL LOGICAL LINK,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,8.0,SUBSCRIBER PROTOCOL,101.0,PROTOCOL,ORDER ENTRY/RESULTS REPORTING
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,12.0,ACKNOWLEDGEMENT TO,773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,13.0,SENDING APPLICATION,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,14.0,RECEIVING APPLICATION,771.0,HL7 APPLICATION PARAMETER,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,15.0,MESSAGE TYPE,771.2,HL7 MESSAGE TYPE,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,16.0,EVENT TYPE,779.001,HL7 EVENT TYPE CODE,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,17.0,LOGICAL LINK - IN QUEUE,870.0,HL LOGICAL LINK,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,20.0,STATUS,771.6,HL7 MESSAGE STATUS,HEALTH LEVEL SEVEN
773.0,HL7 MESSAGE ADMINISTRATION,HEALTH LEVEL SEVEN,23.0,ERROR TYPE,771.7,HL7 ERROR MESSAGE,HEALTH LEVEL SEVEN
776.0,HL7 MONITOR JOB,(unpackaged),3.0,MONITOR-PTR,776.1,HL7 MONITOR,(unpackaged)
776.0,HL7 MONITOR JOB,(unpackaged),9.0,MASTER JOB PTR,776.2,HL7 MONITOR MASTER JOB,(unpackaged)
776.2,HL7 MONITOR MASTER JOB,(unpackaged),7.0,QUEUE PERSON,200.0,NEW PERSON,SOCIAL WORK
776.3,HL7 MONITOR EVENT TYPE,(unpackaged),0.02,PACKAGE,9.4,PACKAGE,KERNEL
776.4,HL7 MONITOR EVENT,(unpackaged),0.02,TYPE,776.3,HL7 MONITOR EVENT TYPE,(unpackaged)
776.4,HL7 MONITOR EVENT,(unpackaged),0.03,SITE,4.0,INSTITUTION,KERNEL
776.4,HL7 MONITOR EVENT,(unpackaged),0.08,REVIEWER,200.0,NEW PERSON,SOCIAL WORK
776.5,HL7 MONITOR EVENTS PROFILE,(unpackaged),0.01,USER,200.0,NEW PERSON,SOCIAL WORK
778.0,HLO MESSAGES,(unpackaged),0.02,MESSAGE BODY,777.0,HLO MESSAGE BODY,(unpackaged)
779.1,HLO SYSTEM PARAMETERS,(unpackaged),0.1,HLO STANDARD LISTENER,870.0,HL LOGICAL LINK,HEALTH LEVEL SEVEN
779.1,HLO SYSTEM PARAMETERS,(unpackaged),0.13,BOX-VOLUME PAIR,14.7,TASKMAN SITE PARAMETERS,KERNEL
779.11,HLO ERROR SCREENS,(unpackaged),2.0,CREATOR,200.0,NEW PERSON,SOCIAL WORK
779.2,HLO APPLICATION REGISTRY,(unpackaged),0.09,APPLICATION SPECIFIC LISTENER,870.0,HL LOGICAL LINK,HEALTH LEVEL SEVEN
779.2,HLO APPLICATION REGISTRY,(unpackaged),2.0,Package File Link,9.4,PACKAGE,KERNEL
779.3,HLO PROCESS REGISTRY,(unpackaged),0.16,BOX-VOLUME PAIR,14.7,TASKMAN SITE PARAMETERS,KERNEL
783.0,FUNCTIONAL INDEPENDENCE MEASUREMENT RECORD,(unpackaged),0.03,PATIENT,2.0,PATIENT,PATIENT FILE
783.0,FUNCTIONAL INDEPENDENCE MEASUREMENT RECORD,(unpackaged),0.16,PROG NOTE IEN,8925.0,TIU DOCUMENT,(unpackaged)
783.0,FUNCTIONAL INDEPENDENCE MEASUREMENT RECORD,(unpackaged),0.17,EMAIL ID,3.9,MESSAGE,MAILMAN
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,(unpackaged),0.01,FACILITY NAME,4.0,INSTITUTION,KERNEL
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,(unpackaged),0.03,MAIL GROUP,3.8,MAIL GROUP,MAILMAN
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,(unpackaged),0.04,FSOD NOTE TITLE,8925.1,TIU DOCUMENT DEFINITION,(unpackaged)
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,(unpackaged),0.05,NON FSOD NOTE TITLE,8925.1,TIU DOCUMENT DEFINITION,(unpackaged)
783.9,FUNCTIONAL INDEPENDENCE MEASUREMENT PARAMETER,(unpackaged),0.06,CONSULT TITLE,8925.1,TIU DOCUMENT DEFINITION,(unpackaged)
785.0,EEO COMPLAINTS,EEO COMPLAINT TRACKING,0.09,STATE,5.0,STATE,PATIENT FILE
785.0,EEO COMPLAINTS,EEO COMPLAINT TRACKING,2.0,STATION,4.0,INSTITUTION,KERNEL
785.0,EEO COMPLAINTS,EEO COMPLAINT TRACKING,5.0,SERVICE,730.0,NATIONAL SERVICE,INTERIM MANAGEMENT SUPPORT
785.0,EEO COMPLAINTS,EEO COMPLAINT TRACKING,12.0,REP'S STATE ADDR.,5.0,STATE,PATIENT FILE
785.0,EEO COMPLAINTS,EEO COMPLAINT TRACKING,14.0,COUNSELOR'S NAME,200.0,NEW PERSON,SOCIAL WORK
785.5,EEO INFORMAL COMPLAINTS,EEO COMPLAINT TRACKING,0.09,STATE,5.0,STATE,PATIENT FILE
785.5,EEO INFORMAL COMPLAINTS,EEO COMPLAINT TRACKING,2.0,STATION,4.0,INSTITUTION,KERNEL
785.5,EEO INFORMAL COMPLAINTS,EEO COMPLAINT TRACKING,5.0,SERVICE,730.0,NATIONAL SERVICE,INTERIM MANAGEMENT SUPPORT
785.5,EEO INFORMAL COMPLAINTS,EEO COMPLAINT TRACKING,12.0,REP'S STATE ADDR.,5.0,STATE,PATIENT FILE
785.5,EEO INFORMAL COMPLAINTS,EEO COMPLAINT TRACKING,14.0,COUNSELOR'S NAME,200.0,NEW PERSON,SOCIAL WORK
787.5,EEO CENTRAL INVESTIGATORS,EEO COMPLAINT TRACKING,2.0,STATE,5.0,STATE,PATIENT FILE
789.5,EEO SERVER PARAMETERS,EEO COMPLAINT TRACKING,1.0,DOMAIN,4.2,DOMAIN,MAILMAN
789.5,EEO SERVER PARAMETERS,EEO COMPLAINT TRACKING,3.0,EEO OFFICER,200.0,NEW PERSON,SOCIAL WORK
790.0,WV PATIENT,(unpackaged),0.01,NAME,2.0,PATIENT,PATIENT FILE
790.0,WV PATIENT,(unpackaged),0.1,CASE MANAGER,790.01,WV CASE MANAGER,(unpackaged)
790.0,WV PATIENT,(unpackaged),0.11,CX TX NEED,790.5,WV CERVICAL TX NEED,(unpackaged)
790.0,WV PATIENT,(unpackaged),0.16,PAP REGIMEN,790.03,WV PAP REGIMEN,(unpackaged)
790.0,WV PATIENT,(unpackaged),0.18,BR TX NEED,790.51,WV BREAST TX NEED,(unpackaged)
790.0,WV PATIENT,(unpackaged),0.22,REFERRAL SOURCE,790.07,WV REFERRAL SOURCE,(unpackaged)
790.0,WV PATIENT,(unpackaged),0.25,BREAST TX FACILITY,4.0,INSTITUTION,KERNEL
790.0,WV PATIENT,(unpackaged),0.26,CERVICAL TX FACILITY,4.0,INSTITUTION,KERNEL
790.0,WV PATIENT,(unpackaged),0.29,MATERNITY CARE COORDINATOR,790.011,WV MATERNITY CARE COORDINATOR,(unpackaged)
790.01,WV CASE MANAGER,(unpackaged),0.01,CASE MANAGER,200.0,NEW PERSON,SOCIAL WORK
790.011,WV MATERNITY CARE COORDINATOR,(unpackaged),0.01,NAME,200.0,NEW PERSON,SOCIAL WORK
790.02,WV SITE PARAMETER,(unpackaged),0.01,SITE/FACILITY NAME,4.0,INSTITUTION,KERNEL
790.02,WV SITE PARAMETER,(unpackaged),0.02,DEFAULT CASE MANAGER,790.01,WV CASE MANAGER,(unpackaged)
790.02,WV SITE PARAMETER,(unpackaged),0.04,PAP RESULT NORMAL LETTER,790.404,WV NOTIFICATION PURPOSE,(unpackaged)
790.02,WV SITE PARAMETER,(unpackaged),0.08,MAM RESULT NORMAL LETTER,790.404,WV NOTIFICATION PURPOSE,(unpackaged)
790.04,WV PAP REGIMEN LOG,(unpackaged),0.02,PATIENT,790.0,WV PATIENT,(unpackaged)
790.04,WV PAP REGIMEN LOG,(unpackaged),0.03,PAP REGIMEN,790.03,WV PAP REGIMEN,(unpackaged)
790.08,WV LAB TESTS,(unpackaged),0.02,PATIENT,2.0,PATIENT,PATIENT FILE
790.08,WV LAB TESTS,(unpackaged),0.07,PROVIDER,200.0,NEW PERSON,SOCIAL WORK
790.08,WV LAB TESTS,(unpackaged),0.1,HEALTH CARE FACILITY,4.0,INSTITUTION,KERNEL
790.08,WV LAB TESTS,(unpackaged),0.11,WARD/CLINIC/LOCATION,44.0,HOSPITAL LOCATION,SCHEDULING
790.08,WV LAB TESTS,(unpackaged),0.18,ENTERING USER,200.0,NEW PERSON,SOCIAL WORK
790.08,WV LAB TESTS,(unpackaged),0.34,FACILITY WHERE ACESSIONED,4.0,INSTITUTION,KERNEL
790.1,WV PROCEDURE,(unpackaged),0.02,PATIENT,790.0,WV PATIENT,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.04,PROCEDURE,790.2,WV PROCEDURE TYPE,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.05,RESULTS/DIAGNOSIS,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.06,SEC RESULT/DIAGNOSIS,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.07,PROVIDER,200.0,NEW PERSON,SOCIAL WORK
790.1,WV PROCEDURE,(unpackaged),0.1,HEALTH CARE FACILITY,4.0,INSTITUTION,KERNEL
790.1,WV PROCEDURE,(unpackaged),0.11,WARD/CLINIC/LOCATION,44.0,HOSPITAL LOCATION,SCHEDULING
790.1,WV PROCEDURE,(unpackaged),0.18,ENTERING USER,200.0,NEW PERSON,SOCIAL WORK
790.1,WV PROCEDURE,(unpackaged),0.26,ECTOCERVICAL BIOPSY,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.28,STD EVALUATION,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.29,IMPRESSION,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.3,SCREENING PAP,790.1,WV PROCEDURE,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.33,FINAL DX PAP/COLP,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.1,WV PROCEDURE,(unpackaged),0.34,FACILITY WHERE ACCESSIONED,4.0,INSTITUTION,KERNEL
790.2,WV PROCEDURE TYPE,(unpackaged),0.08,CPT CODE,81.0,CPT,REGISTRATION
790.2,WV PROCEDURE TYPE,(unpackaged),0.09,ICD CODE,80.1,ICD OPERATION/PROCEDURE,DRG GROUPER
790.2,WV PROCEDURE TYPE,(unpackaged),3.0,REMINDER TERM,811.5,REMINDER TERM,(unpackaged)
790.3,WV REFUSALS,(unpackaged),1.0,PATIENT,790.0,WV PATIENT,(unpackaged)
790.3,WV REFUSALS,(unpackaged),2.0,PROCEDURE,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.03,ASSOCIATED PROCEDURE-3,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.04,ASSOCIATED PROCEDURE-4,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.05,ASSOCIATED PROCEDURE-5,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.06,ASSOCIATED PROCEDURE-6,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.07,ASSOCIATED PROCEDURE-7,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.08,ASSOCIATED PROCEDURE-8,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.09,ASSOCIATED PROCEDURE-9,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.1,ASSOCIATED PROCEDURE-10,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.11,ASSOCIATED PROCEDURE-11,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.12,ASSOCIATED PROCEDURE-12,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.13,ASSOCIATED PROCEDURE-13,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.14,ASSOCIATED PROCEDURE-14,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.15,ASSOCIATED PROCEDURE-15,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.16,ASSOCIATED PROCEDURE-16,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.17,ASSOCIATED PROCEDURE-17,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.18,ASSOCIATED PROCEDURE-18,790.2,WV PROCEDURE TYPE,(unpackaged)
790.31,WV RESULTS/DIAGNOSIS,(unpackaged),0.19,ASSOCIATED PROCEDURE-19,790.2,WV PROCEDURE TYPE,(unpackaged)
790.32,WV DIAGNOSTIC CODE TRANSLATION,(unpackaged),0.01,WOMEN'S HEALTH DX,790.31,WV RESULTS/DIAGNOSIS,(unpackaged)
790.32,WV DIAGNOSTIC CODE TRANSLATION,(unpackaged),0.02,RADIOLOGY DIAGNOSTIC CODE,78.3,DIAGNOSTIC CODES,RADIOLOGY/NUCLEAR MEDICINE
790.4,WV NOTIFICATION,(unpackaged),0.01,PATIENT,790.0,WV PATIENT,(unpackaged)
790.4,WV NOTIFICATION,(unpackaged),0.03,TYPE OF NOTIFICATION,790.403,WV NOTIFICATION TYPE,(unpackaged)
790.4,WV NOTIFICATION,(unpackaged),0.04,PURPOSE OF NOTIFICATION,790.404,WV NOTIFICATION PURPOSE,(unpackaged)
790.4,WV NOTIFICATION,(unpackaged),0.05,OUTCOME,790.405,WV NOTIFICATION OUTCOME,(unpackaged)
790.4,WV NOTIFICATION,(unpackaged),0.06,ACCESSION#,790.1,WV PROCEDURE,(unpackaged)
790.4,WV NOTIFICATION,(unpackaged),0.07,FACILITY,4.0,INSTITUTION,KERNEL
790.404,WV NOTIFICATION PURPOSE,(unpackaged),0.07,BR TX NEED,790.51,WV BREAST TX NEED,(unpackaged)
790.404,WV NOTIFICATION PURPOSE,(unpackaged),0.09,CX TX NEED,790.5,WV CERVICAL TX NEED,(unpackaged)
790.71,WV SNAPSHOT REPORTS,(unpackaged),0.02,Facility,4.0,INSTITUTION,KERNEL
790.72,WV AGE RANGE DEFAULT,(unpackaged),0.01,USER,200.0,NEW PERSON,SOCIAL WORK
790.8,WV DATA NEEDING REVIEW,(unpackaged),0.01,PATIENT,790.0,WV PATIENT,(unpackaged)
790.8,WV DATA NEEDING REVIEW,(unpackaged),2.0,VISIT,9000010.0,VISIT,(unpackaged)
790.8,WV DATA NEEDING REVIEW,(unpackaged),3.0,TIU DOCUMENT,8925.0,TIU DOCUMENT,(unpackaged)
790.9,WV PREGNANCY/LACTATION STATUS CONFLICT EVENTS,(unpackaged),2.0,PATIENT,2.0,PATIENT,PATIENT FILE
798.0,ROR REGISTRY RECORD,(unpackaged),0.01,PATIENT NAME,798.4,ROR PATIENT,(unpackaged)
798.0,ROR REGISTRY RECORD,(unpackaged),0.02,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
798.0,ROR REGISTRY RECORD,(unpackaged),2.1,CONFIRMED BY,200.0,NEW PERSON,SOCIAL WORK
798.0,ROR REGISTRY RECORD,(unpackaged),6.1,DELETED BY,200.0,NEW PERSON,SOCIAL WORK
798.1,ROR REGISTRY PARAMETERS,(unpackaged),13.0,PROTOCOL,101.0,PROTOCOL,ORDER ENTRY/RESULTS REPORTING
798.1,ROR REGISTRY PARAMETERS,(unpackaged),21.01,AUTOMATIC BACKPULL,799.6,ROR HISTORICAL DATA EXTRACTION,(unpackaged)
798.2,ROR SELECTION RULE,(unpackaged),7.0,CODING SYSTEM,80.4,ICD CODING SYSTEMS,(unpackaged)
798.3,ROR PATIENT EVENTS,(unpackaged),0.01,PATIENT NAME,2.0,PATIENT,PATIENT FILE
798.4,ROR PATIENT,(unpackaged),0.01,PATIENT NAME,2.0,PATIENT,PATIENT FILE
798.4,ROR PATIENT,(unpackaged),0.323,PERIOD OF SERVICE,21.0,PERIOD OF SERVICE,REGISTRATION
798.5,ROR ICD SEARCH,(unpackaged),0.01,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
798.6,ROR PHARMACY CODE,(unpackaged),0.01,DRUG CLASS,50.605,VA DRUG CLASS,NATIONAL DRUG FILE
798.6,ROR PHARMACY CODE,(unpackaged),0.02,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
798.7,ROR LOG,(unpackaged),7.0,USER,200.0,NEW PERSON,SOCIAL WORK
798.8,ROR TASK,(unpackaged),0.03,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
798.8,ROR TASK,(unpackaged),0.04,REPORT,799.34,ROR REPORT PARAMETERS,(unpackaged)
798.8,ROR TASK,(unpackaged),0.08,USER,200.0,NEW PERSON,SOCIAL WORK
798.8,ROR TASK,(unpackaged),2.03,LOG,798.7,ROR LOG,(unpackaged)
799.1,ROR LIST ITEM,(unpackaged),0.03,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
799.2,ROR METADATA,(unpackaged),1.0,PARENT,799.2,ROR METADATA,(unpackaged)
799.4,ROR HIV RECORD,(unpackaged),0.01,REGISTRY RECORD,798.0,ROR REGISTRY RECORD,(unpackaged)
799.4,ROR HIV RECORD,(unpackaged),0.04,STATION,4.0,INSTITUTION,KERNEL
799.4,ROR HIV RECORD,(unpackaged),9.05,CDC FORM COMPLETED BY,200.0,NEW PERSON,SOCIAL WORK
799.4,ROR HIV RECORD,(unpackaged),9.12,ONSET OF ILLNESS/AIDS- STATE,5.0,STATE,PATIENT FILE
799.4,ROR HIV RECORD,(unpackaged),12.03,AIDS DX - STATE,5.0,STATE,PATIENT FILE
799.51,ROR GENERIC DRUG,(unpackaged),0.02,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
799.51,ROR GENERIC DRUG,(unpackaged),0.03,DRUG GROUP,799.1,ROR LIST ITEM,(unpackaged)
799.51,ROR GENERIC DRUG,(unpackaged),0.04,VA GENERIC,50.6,VA GENERIC,NATIONAL DRUG FILE
799.53,ROR LOCAL FIELD,(unpackaged),0.03,REGISTRY,798.1,ROR REGISTRY PARAMETERS,(unpackaged)
800.0,CLINICAL REMINDER PARAMETERS,(unpackaged),3.0,REMINDER MANAGEMENT MAILGROUP,3.8,MAIL GROUP,MAILMAN
801.0,REMINDER ORDER CHECK ITEMS GROUP,(unpackaged),101.0,SPONSOR,811.6,REMINDER SPONSOR,(unpackaged)
801.1,REMINDER ORDER CHECK RULES,(unpackaged),20.0,REMINDER TERM,811.5,REMINDER TERM,(unpackaged)
801.1,REMINDER ORDER CHECK RULES,(unpackaged),30.0,REMINDER DEFINITION,811.9,REMINDER DEFINITION,(unpackaged)
801.1,REMINDER ORDER CHECK RULES,(unpackaged),101.0,SPONSOR,811.6,REMINDER SPONSOR,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),2.0,SOURCE REMINDER,811.9,REMINDER DEFINITION,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),13.0,RESOLUTION TYPE,801.9,REMINDER RESOLUTION STATUS,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),14.0,FINDING TYPE,801.45,REMINDER FINDING TYPE PARAMETER,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),17.0,ORDERABLE ITEM,101.43,ORDERABLE ITEMS,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),46.0,GUI PROCESS ID,801.42,REMINDER GUI PROCESS,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),101.0,SPONSOR,811.6,REMINDER SPONSOR,(unpackaged)
801.41,REMINDER DIALOG,(unpackaged),119.0,MH TEST,601.71,MH TESTS AND SURVEYS,(unpackaged)
801.43,REMINDER FINDING ITEM PARAMETER,(unpackaged),0.04,DIALOG ELEMENT/GROUP,801.41,REMINDER DIALOG,(unpackaged)
801.45,REMINDER FINDING TYPE PARAMETER,(unpackaged),0.02,RELATED GUI PROCESS,801.42,REMINDER GUI PROCESS,(unpackaged)
801.46,REMINDER GENERAL FINDINGS,(unpackaged),2.0,PACKAGE,9.4,PACKAGE,KERNEL
801.46,REMINDER GENERAL FINDINGS,(unpackaged),10.0,PROMPT TYPE,801.42,REMINDER GUI PROCESS,(unpackaged)
801.48,REMINDER DIALOG LINK TYPE,(unpackaged),1.0,ITEM,801.41,REMINDER DIALOG,(unpackaged)
801.48,REMINDER DIALOG LINK TYPE,(unpackaged),2.0,PROMPT,801.42,REMINDER GUI PROCESS,(unpackaged)
801.48,REMINDER DIALOG LINK TYPE,(unpackaged),3.0,FUNCTION,801.47,REMINDER DIALOG FUNCTION FILE,(unpackaged)
801.5,REMINDER DIALOG PATIENT ASSOCIATION,(unpackaged),0.05,GEC USER,200.0,NEW PERSON,SOCIAL WORK
801.55,REMINDER GEC DIALOG ASSOCIATION HISTORY,(unpackaged),0.01,PATIENT,2.0,PATIENT,PATIENT FILE
801.55,REMINDER GEC DIALOG ASSOCIATION HISTORY,(unpackaged),0.05,USER,200.0,NEW PERSON,SOCIAL WORK
801.9,REMINDER RESOLUTION STATUS,(unpackaged),0.05,CREATOR,200.0,NEW PERSON,SOCIAL WORK
801.95,HEALTH FACTOR RESOLUTION,(unpackaged),0.01,NAME,9999999.64,HEALTH FACTORS,(unpackaged)
802.4,REMINDER FUNCTION FINDING FUNCTIONS,(unpackaged),101.0,SPONSOR,811.6,REMINDER SPONSOR,(unpackaged)
809.0,REMINDERS EPISODE OF CARE,(unpackaged),2.0,PATIENT,2.0,PATIENT,PATIENT FILE
810.1,REMINDER REPORT TEMPLATE,(unpackaged),15.0,OWNER,200.0,NEW PERSON,SOCIAL WORK
810.3,REMINDER EXTRACT SUMMARY,(unpackaged),0.05,EXTRACT OWNER,200.0,NEW PERSON,SOCIAL WORK
