file_number,label,entry_count,tier,package,package_provenance,package_confidence,global_root
50.0733,DUE SECTION,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(50.0733,"
50.2,IV CATEGORY,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(50.2,"
50.3,PRIMARY DRUG,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(50.3,"
50.35,DRUG APPLICATION,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(50.35,"
50.4,DRUG ELECTROLYTES,107,small,IV MEDICATIONS,direct,high,"^PS(50.4,"
50.416,DRUG INGREDIENTS,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.416,"
50.5,DRUG CLASSIFICATION,107,small,PHARMACY,direct,high,"^PS(50.5,"
50.605,VA DRUG CLASS,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.605,"
50.606,DOSAGE FORM,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.606,"
50.607,DRUG UNITS,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.607,"
50.608,PACKAGE TYPE,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.608,"
50.609,PACKAGE SIZE,107,small,NATIONAL DRUG FILE,direct,high,"^PS(50.609,"
50.621,PMI-ENGLISH,107,small,PHARMACY,prefix,high,"^PS(50.621,"
50.622,PMI-SPANISH,107,small,PHARMACY,prefix,high,"^PS(50.622,"
50.623,PMI MAP-ENGLISH,107,small,PHARMACY,prefix,high,"^PS(50.623,"
50.624,PMI MAP-SPANISH,107,small,PHARMACY,prefix,high,"^PS(50.624,"
50.625,WARNING LABEL-ENGLISH,107,small,PHARMACY,prefix,high,"^PS(50.625,"
50.626,WARNING LABEL-SPANISH,107,small,PHARMACY,prefix,high,"^PS(50.626,"
50.627,WARNING LABEL MAP,107,small,PHARMACY,prefix,high,"^PS(50.627,"
50.7,PHARMACY ORDERABLE ITEM,107,small,PHARMACY,prefix,high,"^PS(50.7,"
50.8,IV STATS,107,small,IV MEDICATIONS,direct,high,"^PS(50.8,"
51.0,MEDICATION INSTRUCTION,107,small,PHARMACY,direct,high,"^PS(51,"
51.1,ADMINISTRATION SCHEDULE,107,small,IV MEDICATIONS,direct,high,"^PS(51.1,"
51.15,ADMINISTRATION SHIFT,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(51.15,"
51.2,MEDICATION ROUTES,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(51.2,"
51.23,STANDARD MEDICATION ROUTES,107,small,PHARMACY,prefix,high,"^PS(51.23,"
51.24,DOSE UNITS,107,small,PHARMACY,prefix,high,"^PS(51.24,"
51.25,DOSE UNIT CONVERSION,107,small,PHARMACY,prefix,high,"^PS(51.25,"
51.26,PHARMACOGENOMIC GENES,107,small,PHARMACY,prefix,high,"^PS(51.26,"
51.28,PHARMACOGENOMIC PHENOTYPES,107,small,PHARMACY,prefix,high,"^PS(51.28,"
51.29,PHARMACOGENOMIC EMAIL LOG,107,small,PHARMACY,prefix,high,"^PS(51.29,"
51.7,DRUG TEXT,107,small,PHARMACY,prefix,high,"^PS(51.7,"
52.11,PATIENT NOTIFICATION (Rx READY),107,small,OUTPATIENT PHARMACY,direct,high,"^PS(52.11,"
52.35,ERX HOLDING QUEUE PREFERENCES,107,small,PHARMACY,prefix,high,"^PS(52.35,"
52.4,RX VERIFY,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(52.4,"
52.41,PENDING OUTPATIENT ORDERS,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(52.41,"
52.43,PRESCRIPTION REFILL REQUEST,107,small,PHARMACY,prefix,high,"^PS(52.43,"
52.444,PHARMACY TELEPHONE REFILLS,107,small,PHARMACY,prefix,high,"^PS(52.444,"
52.45,ERX SERVICE REASON CODES,107,small,PHARMACY,prefix,high,"^PS(52.45,"
52.46,ERX EXTERNAL PATIENT,107,small,PHARMACY,prefix,high,"^PS(52.46,"
52.47,ERX EXTERNAL PHARMACY,107,small,PHARMACY,prefix,high,"^PS(52.47,"
52.48,ERX EXTERNAL PERSON,107,small,PHARMACY,prefix,high,"^PS(52.48,"
52.49,ERX HOLDING QUEUE,107,small,PHARMACY,prefix,high,"^PS(52.49,"
52.5,RX SUSPENSE,107,small,PHARMACY,direct,high,"^PS(52.5,"
52.51,PHARMACY EXTERNAL INTERFACE,107,small,PHARMACY,prefix,high,"^PS(52.51,"
52.52,CLOZAPINE PRESCRIPTION OVERRIDES,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(52.52,"
52.53,PHARMACY AUTOMATED DISPENSING DEVICES,107,small,PHARMACY,prefix,high,"^PS(52.53,"
52.54,CLOZAPINE OVERRIDE REASONS,107,small,PHARMACY,prefix,high,"^PS(52.54,"
52.6,IV ADDITIVES,107,small,IV MEDICATIONS,direct,high,"^PS(52.6,"
52.7,IV SOLUTIONS,107,small,IV MEDICATIONS,direct,high,"^PS(52.7,"
52.75,IV MEDICATION ORDERS DC'D,107,small,PHARMACY,prefix,high,"^PS(52.75,"
52.85,EPHARMACY MEDICATION PROFILE PREFERENCES,107,small,PHARMACY,prefix,high,"^PS(52.85,"
52.86,EPHARMACY SITE PARAMETERS,107,small,PHARMACY,prefix,high,"^PS(52.86,"
52.87,PSO AUDIT LOG,107,small,PHARMACY,prefix,high,"^PS(52.87,"
52.9,PHARMACY PRINTED QUEUE,107,small,PHARMACY,direct,high,"^PS(52.9,"
52.91,TPB ELIGIBILITY,107,small,PHARMACY,prefix,high,"^PS(52.91,"
52.92,TPB INSTITUTION LETTERS,107,small,PHARMACY,prefix,high,"^PS(52.92,"
53.0,RX PATIENT STATUS,107,small,PHARMACY,direct,high,"^PS(53,"
53.1,NON-VERIFIED ORDERS,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(53.1,"
53.2,UNIT DOSE ORDER SET,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(53.2,"
53.3,ACTIVITY LOG REASON,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(53.3,"
53.4,PRE-EXCHANGE NEEDS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.4,"
53.41,MAR LABELS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.41,"
53.42,INPATIENT BACKGROUND JOB,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.42,"
53.43,MISCELLANEOUS REPORT FILE,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.43,"
53.44,PHYSICIANS' ORDERS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.44,"
53.45,INPATIENT USER PARAMETERS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.45,"
53.46,CLINIC DEFINITION,107,small,PHARMACY,prefix,high,"^PS(53.46,"
53.47,INFUSION INSTRUCTIONS,107,small,PHARMACY,prefix,high,"^PS(53.47,"
53.5,PICK LIST,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(53.5,"
53.55,UNIT DOSE/ATC MEDS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(53.55,"
53.8,CLOZAPINE MEDICATION OVERRIDES,107,small,PHARMACY,prefix,high,"^PS(53.8,"
54.0,RX CONSULT,107,small,PHARMACY,direct,high,"^PS(54,"
55.0,PHARMACY PATIENT,107,small,PHARMACY,direct,high,"^PS(55,"
55.95,DRUG MANUFACTURER,107,small,NATIONAL DRUG FILE,direct,high,"^PS(55.95,"
56.0,DRUG INTERACTION,107,small,PHARMACY,direct,high,"^PS(56,"
57.1,PHARMACY QUICK ORDER,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(57.1,"
57.23,PPS-N UPDATE CONTROL,107,small,PHARMACY,prefix,high,"^PS(57.23,"
57.5,WARD GROUP,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(57.5,"
57.6,UNIT DOSE PICK LIST STATS,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(57.6,"
57.7,MEDICATION ADMINISTERING TEAM,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(57.7,"
57.8,CLINIC GROUP,107,small,PHARMACY,prefix,high,"^PS(57.8,"
58.4,SPMP ASAP RECORD DEFINITION,107,small,PHARMACY,prefix,high,"^PS(58.4,"
58.41,SPMP STATE PARAMETERS,107,small,PHARMACY,prefix,high,"^PS(58.41,"
58.42,SPMP EXPORT BATCH,107,small,PHARMACY,prefix,high,"^PS(58.42,"
58.6,PADE INBOUND TRANSACTIONS,107,small,PHARMACY,prefix,high,"^PS(58.6,"
58.601,PADE INVENTORY SYSTEM,107,small,PHARMACY,prefix,high,"^PS(58.601,"
58.63,PADE DISPENSING DEVICE,107,small,PHARMACY,prefix,high,"^PS(58.63,"
58.64,PADE USER,107,small,PHARMACY,prefix,high,"^PS(58.64,"
58.7,PADE SYSTEM SETUP,107,small,PHARMACY,prefix,high,"^PS(58.7,"
58.71,PADE SEND AREA,107,small,PHARMACY,prefix,high,"^PS(58.71,"
58.72,PADE OUTBOUND MESSAGES,107,small,PHARMACY,prefix,high,"^PS(58.72,"
59.0,OUTPATIENT SITE,107,small,PHARMACY,direct,high,"^PS(59,"
59.1,OUTPATIENT AMIS DATA,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(59.1,"
59.12,OUTPATIENT PHARMACY MANAGEMENT DATA,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(59.12,"
59.2,WAITING TIME,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(59.2,"
59.3,GROUP DISPLAY,107,small,OUTPATIENT PHARMACY,direct,high,"^PS(59.3,"
59.4,INPATIENT SITE,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(59.4,"
59.5,IV ROOM,107,small,IV MEDICATIONS,direct,high,"^PS(59.5,"
59.6,INPATIENT WARD PARAMETERS,107,small,INPATIENT MEDICATIONS,direct,high,"^PS(59.6,"
59.7,PHARMACY SYSTEM,107,small,UNIT DOSE MEDICATIONS,direct,high,"^PS(59.7,"
59.73,VENDOR DISABLE/ENABLE,107,small,PHARMACY,prefix,high,"^PS(59.73,"
59.74,VENDOR INTERFACE DATA,107,small,PHARMACY,prefix,high,"^PS(59.74,"
59.8,OUTPATIENT CLINIC SORT GROUP,107,small,PHARMACY,prefix,high,"^PS(59.8,"
115.0,NUTRITION PERSON,97,tiny,DIETETICS,direct,high,^FHPT(
9999999.04,IMM MANUFACTURER,85,tiny,(unattributed),unattributed,,^AUTTIMAN(
9000010.16,V PATIENT ED,75,tiny,(unattributed),unattributed,,^AUPNVPED(
690.0,MEDICAL PATIENT,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(690,"
690.1,MEDICINE PACKAGE PARAMETERS,72,tiny,MEDICINE,direct,high,"^MCAR(690.1,"
690.2,MEDICINE VIEW,72,tiny,MEDICINE-2,direct,high,"^MCAR(690.2,"
690.5,ASTM,72,tiny,MEDICINE-2,direct,high,"^MCAR(690.5,"
690.7,Instrument HL7 Coding,72,tiny,MEDICINE/CARDIOLOGY,prefix,high,"^MCAR(690.7,"
690.97,MCQ POLLING,72,tiny,MEDICINE/CARDIOLOGY,prefix,high,"^MCAR(690.97,"
690.99,*NEW PERSON CONVERSION,72,tiny,MEDICINE/CARDIOLOGY,prefix,high,"^MCAR(690.99,"
691.0,ECHO,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691,"
691.1,CARDIAC CATHETERIZATION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.1,"
691.5,ELECTROCARDIOGRAM (EKG),72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.5,"
691.6,HOLTER,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.6,"
691.7,EXERCISE TOLERANCE TEST,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.7,"
691.8,ELECTROPHYSIOLOGY (EP),72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.8,"
691.9,ATRIAL STUDY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(691.9,"
692.0,VENTRICULAR STUDY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(692,"
693.0,MEDICAL DESCRIPTION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(693,"
693.2,INTERPRETATION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(693.2,"
693.3,ECG INTERPRETATION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(693.3,"
693.5,RECORDING SITE,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(693.5,"
693.6,EP INTERVENTION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(693.6,"
694.0,HEMATOLOGY,72,tiny,MEDICINE,direct,high,"^MCAR(694,"
694.1,INDICATION,72,tiny,MEDICINE-2,direct,high,"^MCAR(694.1,"
694.5,CARDIAC SURGERY RISK ASSESSMENT,72,tiny,MEDICINE,direct,high,"^MCAR(694.5,"
694.8,PROCEDURE TERM,72,tiny,MEDICINE-2,direct,high,"^MCAR(694.8,"
695.0,MEDICATION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695,"
695.1,REGIONAL WALL MOTION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.1,"
695.3,CATH PROCEDURE,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.3,"
695.4,PAST HISTORY AND RISK FACTOR,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.4,"
695.5,SYMPTOM,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.5,"
695.6,HEART CATHETER,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.6,"
695.8,REASON (MEDICINE),72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.8,"
695.9,NORMALITY OF CORONARY VESSEL,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(695.9,"
696.0,SEGMENT OF CORONARY ARTERIES,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696,"
696.1,PERCENTAGE LESION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.1,"
696.2,LESION MORPHOLOGY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.2,"
696.3,MORPHOLOGY OF DISTAL VESSEL,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.3,"
696.4,BYPASS GRAFT SEGMENT,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.4,"
696.5,LEFT VENTRICULOGRAPHY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.5,"
696.7,MITRAL REGURG ON LV GRAM,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.7,"
696.9,COMPLICATION,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(696.9,"
697.0,ANATOMY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(697,"
697.1,REFERRING PHYSICIAN/AGENCY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(697.1,"
697.2,PROCEDURE/SUBSPECIALTY,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(697.2,"
697.3,MEDICINE SCREEN (USER),72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(697.3,"
697.5,MEDICAL DIAGNOSIS/ICD CODES,72,tiny,MEDICINE/CARDIOLOGY,direct,high,"^MCAR(697.5,"
698.0,GENERATOR IMPLANT,72,tiny,MEDICINE,direct,high,"^MCAR(698,"
698.1,V LEAD IMPLANT,72,tiny,MEDICINE,direct,high,"^MCAR(698.1,"
698.2,A LEAD IMPLANT,72,tiny,MEDICINE,direct,high,"^MCAR(698.2,"
698.3,PACEMAKER SURVEILLANCE,72,tiny,MEDICINE,direct,high,"^MCAR(698.3,"
698.4,PACEMAKER EQUIPMENT,72,tiny,MEDICINE-2,direct,high,"^MCAR(698.4,"
698.6,PACEMAKER MANUFACTURER,72,tiny,MEDICINE-2,direct,high,"^MCAR(698.6,"
698.9,NON-MAGNET ECG RHYTHM,72,tiny,MEDICINE-2,direct,high,"^MCAR(698.9,"
699.0,ENDOSCOPY/CONSULT,72,tiny,MEDICINE,direct,high,"^MCAR(699,"
699.48,INSTRUMENT,72,tiny,MEDICINE,direct,high,"^MCAR(699.48,"
699.5,GENERALIZED PROCEDURE/CONSULT,72,tiny,MEDICINE,direct,high,"^MCAR(699.5,"
699.55,GROSS,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.55,"
699.57,MODIFIER,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.57,"
699.6,DIAG/THERAP INTERVENT,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.6,"
699.7,ENDOSCOPIC DEVICE,72,tiny,MEDICINE,direct,high,"^MCAR(699.7,"
699.81,RESULTS,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.81,"
699.82,CONSULTATION TYPE,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.82,"
699.83,LOCATION OF PAIN/PNEUMONIAS,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.83,"
699.84,DISEASE EVALUATION,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.84,"
699.85,FOLLOWUP DEVICE/THERAPY,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.85,"
699.86,SURVEILLANCE,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.86,"
699.88,NON-ENDOSCOPIC PROCEDURE,72,tiny,MEDICINE-2,direct,high,"^MCAR(699.88,"
700.0,PULMONARY FUNCTION TESTS,72,tiny,MEDICINE,direct,high,"^MCAR(700,"
700.1,PFT PREDICTED VALUES,72,tiny,MEDICINE-2,direct,high,"^MCAR(700.1,"
700.2,PFT FORMULA,72,tiny,MEDICINE,direct,high,"^MCAR(700.2,"
700.5,MEDICINE AUTO INSTRUMENT INTERFACE SUMMARY,72,tiny,MEDICINE,direct,high,"^MCAR(700.5,"
701.0,RHEUMATOLOGY,72,tiny,MEDICINE,direct,high,"^MCAR(701,"
9000010.13,V EXAM,69,tiny,(unattributed),unattributed,,^AUPNVXAM(
9999999.41,IMMUNIZATION LOT,68,tiny,(unattributed),unattributed,,^AUTTIML(
160.0,ONCOLOGY PATIENT,65,tiny,ONCOLOGY,direct,high,"^ONCO(160,"
160.1,ONCOLOGY SITE PARAMETERS,65,tiny,ONCOLOGY,direct,high,"^ONCO(160.1,"
160.12,TYPE OF RECURRENCE,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.12,"
160.14,NON CANCER-DIRECTED SURGERY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.14,"
160.15,ACOS STATE AT DIAGNOSIS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.15,"
160.16,ONCOLOGY DATA EXTRACT FORMAT,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.16,"
160.17,ONCOLOGY PCE EXTRACT FORMAT,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.17,"
160.19,FACILITY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.19,"
160.2,FORMS/INSTRUCTIONS,65,tiny,ONCOLOGY,direct,high,"^ONCO(160.2,"
160.3,PRIMARY PAYER AT DIAGNOSIS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.3,"
160.4,RECONSTRUCTIVE SURGERY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.4,"
160.6,SURGICAL APPROACH,65,tiny,ONCOLOGY,prefix,med,"^ONCO(160.6,"
164.0,ICDO TOPOGRAPHY,65,tiny,ONCOLOGY,direct,high,"^ONCO(164,"
164.08,ICDO-SITES,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.08,"
164.1,ICD-O-2 MORPHOLOGY,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.1,"
164.14,ICDO SITE GROUPS FOR REPORTING,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.14,"
164.15,TUMOR MARKERS,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.15,"
164.17,KARNOFSKY'S RATING,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.17,"
164.18,CHEMOTHERAPEUTIC DRUGS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.18,"
164.2,SITE-GROUP FOR ONCOLOGY,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.2,"
164.3,OTHER STAGING FOR ONCOLOGY,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.3,"
164.33,AJCC STAGING GROUPS,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.33,"
164.4,COMMON CANCERS,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.4,"
164.42,PRIMARY CANCER STATUS CODE,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.42,"
164.43,GRADE,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.43,"
164.44,ONCOLOGY GRADE TABLES,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.44,"
164.45,AJCC STAGE GROUP,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.45,"
164.46,RACE CODE FOR ONCOLOGY,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.46,"
164.47,ONCOLOGY SCHEMA DISCRIMINATOR CODES,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.47,"
164.5,SEER CODE SET,65,tiny,ONCOLOGY,direct,high,"^ONCO(164.5,"
164.52,ONC CS SITE-SPECIFIC FACTORS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.52,"
164.6,TYPE OF STAGING SYSTEM (PEDIATRIC),65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.6,"
164.7,RADIATION TREATMENT VOLUME,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.7,"
164.8,RADIATION COMPLETION STATUS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.8,"
164.81,ONCO RADIATION EXTERNAL BEAM,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.81,"
164.82,ONCO RADIATION TREATMENT VOLUME,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.82,"
164.83,ONCO RADIATION TO DRAINING LN,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.83,"
164.84,ONCO RADIATION TREATMENT MODALITY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.84,"
164.9,WHO HISTOLOGICAL CLASSIFICATION,65,tiny,ONCOLOGY,prefix,med,"^ONCO(164.9,"
165.0,ONCOLOGY CONTACT,65,tiny,ONCOLOGY,direct,high,"^ONCO(165,"
165.1,FOLLOW-UP FORM LETTER,65,tiny,ONCOLOGY,direct,high,"^ONCO(165.1,"
165.2,GEOCODES,65,tiny,ONCOLOGY,direct,high,"^ONCO(165.2,"
165.3,CLASS OF CASE,65,tiny,ONCOLOGY,prefix,med,"^ONCO(165.3,"
165.5,ONCOLOGY PRIMARY,65,tiny,ONCOLOGY,direct,high,"^ONCO(165.5,"
165.55,CONVERSION FLAGS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(165.55,"
165.59,COMPUTED PRIMARY,65,tiny,ONCOLOGY,direct,high,"^ONCO(165.59,"
165.7,ONCOLOGY STAGED BY CODES,65,tiny,ONCOLOGY,prefix,med,"^ONCO(165.7,"
165.8,ONCO AJCC STAGING CHAPTERS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(165.8,"
165.9,ONCOLOGY EOD SCHEMAS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(165.9,"
166.0,CASEFINDING SOURCE,65,tiny,ONCOLOGY,prefix,med,"^ONCO(166,"
166.12,BLADDER PHYSICIAN SPECIALTY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(166.12,"
166.13,REGIONAL TREATMENT MODALITY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(166.13,"
166.3,ONCOLOGY SUBSITE,65,tiny,ONCOLOGY,prefix,med,"^ONCO(166.3,"
167.0,HEMATOLOGIC TRANSPLANT/ENDOCRINE PROCEDURES,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167,"
167.1,ONCO BRAIN MOLECULAR MARKERS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.1,"
167.2,GLEASON PATTERNS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.2,"
167.3,ONCO LN STATUS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.3,"
167.4,ONCO PERIPHERAL BLOOD INVOLVEMENT,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.4,"
167.5,ONCO RESIDUAL TUMOR VOLUME,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.5,"
167.6,ONCO NEOADJUVANT THERAPY TREATMENT EFFECT,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.6,"
167.7,ONCO HPV STATUS,65,tiny,ONCOLOGY,prefix,med,"^ONCO(167.7,"
168.0,TYPE OF REPORTING SOURCE,65,tiny,ONCOLOGY,prefix,med,"^ONCO(168,"
169.0,TYPE OF MULTIPLE TUMORS,65,tiny,ONCOLOGY,direct,high,"^ONCO(169,"
169.3,ICD-O-3 MORPHOLOGY,65,tiny,ONCOLOGY,prefix,med,"^ONCO(169.3,"
169.99,ONCOLOGY PACKAGE STATUS,65,tiny,ONCOLOGY,direct,high,"^ONCO(169.99,"
115.7,DIETETIC ENCOUNTERS,64,tiny,DIETETICS,direct,high,^FHEN(
162.4,VA FORM 10-7078,60,tiny,FEE BASIS,direct,high,^FB7078(
2005.0,IMAGE,60,tiny,IMAGING,prefix,high,"^MAG(2005,"
2005.001,IMAGING STUDY,60,tiny,IMAGING,prefix,high,"^MAG(2005.001,"
2005.002,IMAGING ANNOTATION,60,tiny,IMAGING,prefix,high,"^MAG(2005.002,"
2005.003,IMAGING STUDY ANNOTATION,60,tiny,IMAGING,prefix,high,"^MAG(2005.003,"
2005.02,OBJECT TYPE,60,tiny,IMAGING,prefix,high,"^MAG(2005.02,"
2005.021,IMAGE FILE TYPES,60,tiny,IMAGING,prefix,high,"^MAG(2005.021,"
2005.03,PARENT DATA FILE,60,tiny,IMAGING,prefix,high,"^MAG(2005.03,"
2005.1,IMAGE AUDIT,60,tiny,IMAGING,prefix,high,"^MAG(2005.1,"
2005.2,NETWORK LOCATION,60,tiny,IMAGING,prefix,high,"^MAG(2005.2,"
2005.4,IMAGE HISTOLOGICAL STAIN,60,tiny,IMAGING,prefix,high,"^MAG(2005.4,"
2005.41,MICROSCOPIC OBJECTIVE,60,tiny,IMAGING,prefix,high,"^MAG(2005.41,"
2005.42,MAG PATH CASELIST,60,tiny,IMAGING,prefix,high,"^MAG(2005.42,"
2005.43,MAG PATH INTERPRETATION,60,tiny,IMAGING,prefix,high,"^MAG(2005.43,"
2005.71,IMAGING DICOM FIELDS,60,tiny,IMAGING,prefix,high,"^MAG(2005.71,"
2005.81,MAG DESCRIPTIVE CATEGORIES,60,tiny,IMAGING,prefix,high,"^MAG(2005.81,"
2005.82,IMAGE INDEX FOR CLASS,60,tiny,IMAGING,prefix,high,"^MAG(2005.82,"
2005.83,IMAGE INDEX FOR TYPES,60,tiny,IMAGING,prefix,high,"^MAG(2005.83,"
2005.84,IMAGE INDEX FOR SPECIALTY/SUBSPECIALTY,60,tiny,IMAGING,prefix,high,"^MAG(2005.84,"
2005.85,IMAGE INDEX FOR PROCEDURE/EVENT,60,tiny,IMAGING,prefix,high,"^MAG(2005.85,"
2005.86,IMAGE ACTIONS,60,tiny,IMAGING,prefix,high,"^MAG(2005.86,"
2005.87,IMAGE LIST FILTERS,60,tiny,IMAGING,prefix,high,"^MAG(2005.87,"
2005.872,DICOM INDEX MAPPING,60,tiny,IMAGING,prefix,high,"^MAG(2005.872,"
